disorder name 	icd-10 code	source
hémorragie intracérébral	i61	lexiqueorg
hémorragie intracérébrale	i61	lexiqueorg
hémorragie intracérébral	i61	lexiqueorg
hémorragie intracérébrale	i61	lexiqueorg
hémorragies intracérébral	i61	lexiqueorg
hémorragies intracérébrale	i61	lexiqueorg
arthrite gonococcique	a54.4	lexiqueorg
arthrite gonococcique	a54.4	lexiqueorg
arthrite gonococcique	a54.4	lexiqueorg
arthrite gonococcique	a54.4	lexiqueorg
arthrites gonococcique	a54.4	lexiqueorg
arthrites gonococcique	a54.4	lexiqueorg
syndrome de cilliers beighton	q65.8	lexiqueorg
polyarthrite juvénile au cours de la maladie de crohn jambe	m09.16	lexiqueorg
leishmaniose cutané	b55.1	lexiqueorg
leishmaniose cutané	b55.1	lexiqueorg
leishmaniose cutanée	b55.1	lexiqueorg
leishmaniose cutanées	b55.1	lexiqueorg
leishmaniose cutanés	b55.1	lexiqueorg
leishmaniose cutané	b55.1	lexiqueorg
leishmaniose cutané	b55.1	lexiqueorg
leishmaniose cutanée	b55.1	lexiqueorg
leishmaniose cutanées	b55.1	lexiqueorg
leishmaniose cutanés	b55.1	lexiqueorg
alimentation au sein difficile chez le nouveau-né	p92.5	lexiqueorg
phlébite bleu	i80.2	lexiqueorg
phlébite bleu	i80.2	lexiqueorg
phlébite bleus	i80.2	lexiqueorg
phlébite bleue	i80.2	lexiqueorg
phlébite bleues	i80.2	lexiqueorg
phlébite bleu	i80.2	lexiqueorg
phlébite bleu	i80.2	lexiqueorg
phlébite bleus	i80.2	lexiqueorg
phlébite bleue	i80.2	lexiqueorg
phlébite bleues	i80.2	lexiqueorg
phlébites bleu	i80.2	lexiqueorg
phlébites bleu	i80.2	lexiqueorg
phlébites bleus	i80.2	lexiqueorg
phlébites bleue	i80.2	lexiqueorg
phlébites bleues	i80.2	lexiqueorg
cicatrices et opacités cornéennes	h17	lexiqueorg
augmentation dans les urines du taux de médicaments et de substances biologiques	r82.5	lexiqueorg
lésion traumatique de muscles et de tendons extenseurs et abducteurs du pouce au niveau de l'avant-bras	s56.3	lexiqueorg
dépôts sur les dents	k03.6	lexiqueorg
prolapsus de la muqueuse urétrale	n36.3	lexiqueorg
abcès des bourses séreuses sièges multiples	m71.00	lexiqueorg
carcinome in situ du col de l'utérus	d06	lexiqueorg
retard de consolidation d'une fracture main	m84.24	lexiqueorg
antécédents personnels de tumeur maligne de la gorge et de la bouche	z85.802	lexiqueorg
anesthésique intraveineux	t41.1	lexiqueorg
anesthésique intraveineux	t41.1	lexiqueorg
anesthésique intraveineuse	t41.1	lexiqueorg
anesthésique intraveineuses	t41.1	lexiqueorg
anesthésique intraveineux	t41.1	lexiqueorg
anesthésique intraveineux	t41.1	lexiqueorg
anesthésique intraveineuse	t41.1	lexiqueorg
anesthésique intraveineuses	t41.1	lexiqueorg
anesthésiques intraveineux	t41.1	lexiqueorg
anesthésiques intraveineux	t41.1	lexiqueorg
anesthésiques intraveineuse	t41.1	lexiqueorg
anesthésiques intraveineuses	t41.1	lexiqueorg
anomalies du métabolisme du pyruvate et de la gluconéogénèse	e74.4	lexiqueorg
affections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs	h32.0	lexiqueorg
brûlures couvrant entre 30 et moins de 40% de la surface du corps	t31.3	lexiqueorg
perforation des canaux biliaires	k83.2	lexiqueorg
ostéoporose médicamenteuse sièges multiples	m81.40	lexiqueorg
peau du cuir chevelu et du cou	d23.4	lexiqueorg
résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme taux anormal de substances	r86.3	lexiqueorg
effet toxique de solvants organiques	t52	lexiqueorg
troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques intoxication aiguë intoxication pathologique	f13.07	lexiqueorg
ostéoporose localisée cheville et pied	m81.67	lexiqueorg
sclérose systémique	m34.2	lexiqueorg
sclérose systémique	m34.2	lexiqueorg
sclérose systémique	m34.2	lexiqueorg
sclérose systémique	m34.2	lexiqueorg
scléroses systémique	m34.2	lexiqueorg
scléroses systémique	m34.2	lexiqueorg
scléroser systémique	m34.2	lexiqueorg
scléroser systémique	m34.2	lexiqueorg
absence acquise d'un membre	z89	lexiqueorg
arthrite au cours de mycoses main	m01.64	lexiqueorg
neutropénie	d70.9	lexiqueorg
neutropénie	d70.9	lexiqueorg
persistance du canal artériel	q25.0	lexiqueorg
conjonctif	d31.0	lexiqueorg
conjonctif	d31.0	lexiqueorg
conjonctive	d31.0	lexiqueorg
conjonctives	d31.0	lexiqueorg
conjonctive	d31.0	lexiqueorg
conjonctive	d31.0	lexiqueorg
conjonctives	d31.0	lexiqueorg
congestion passive chronique du foie	k76.1	lexiqueorg
troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques trouble résiduel ou psychotique de survenue tardive trouble psychotique à début tardif	f13.75	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite des la	m76.07	lexiqueorg
tendinite des la	m76.07	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite de la	m76.07	lexiqueorg
tendinite des la	m76.07	lexiqueorg
tendinite des la	m76.07	lexiqueorg
résultats anormaux d'explorations fonctionnelles hépatiques	r94.5	lexiqueorg
antécédents familiaux de tumeur maligne du coeur	z80.21	lexiqueorg
incontinence urinaire d'effort	n39.3	lexiqueorg
syndrome parkinsonien	g20	lexiqueorg
syndrome parkinsonienne	g20	lexiqueorg
syndrome parkinsonien	g20	lexiqueorg
syndrome parkinsoniens	g20	lexiqueorg
syndrome parkinsonien	g20	lexiqueorg
syndrome parkinsonienne	g20	lexiqueorg
syndrome parkinsonien	g20	lexiqueorg
syndrome parkinsoniens	g20	lexiqueorg
syndromes parkinsonien	g20	lexiqueorg
syndromes parkinsonienne	g20	lexiqueorg
syndromes parkinsonien	g20	lexiqueorg
syndromes parkinsoniens	g20	lexiqueorg
ostéomyélite de l'orbite	h05.02	lexiqueorg
exposition à une chaleur artificielle excessive lieu de sport et d'athlétisme	w92.3	lexiqueorg
boulimie atypique	f50.3	lexiqueorg
boulimie atypique	f50.3	lexiqueorg
boulimie atypiques	f50.3	lexiqueorg
boulimie atypique	f50.3	lexiqueorg
boulimie atypique	f50.3	lexiqueorg
boulimie atypiques	f50.3	lexiqueorg
boulimies atypique	f50.3	lexiqueorg
boulimies atypique	f50.3	lexiqueorg
boulimies atypiques	f50.3	lexiqueorg
lésion à localisations contiguës de l'oeil et de ses annexes	c69.8	lexiqueorg
méningite au cours d'affections bactériennes classées ailleurs	g01	lexiqueorg
cyphose et lordose	m40	lexiqueorg
cyphose et lordose	m40	lexiqueorg
cyphose et lordose	m40	lexiqueorg
cyphose et lordose	m40	lexiqueorg
cyphose et lordose	m40	lexiqueorg
cyphose et lordose	m40	lexiqueorg
cyphose et lordose	m40	lexiqueorg
cyphose et lordose	m40	lexiqueorg
ecchymose	s70	lexiqueorg
ecchymosee	s70	lexiqueorg
ecchymose	s70	lexiqueorg
ecchymoses	s70	lexiqueorg
cervelet	c71.6	lexiqueorg
cervelet	c71.6	lexiqueorg
cervelets	c71.6	lexiqueorg
forme associant tics vocaux et tics moteurs	f95.2	lexiqueorg
ictère néonatal dû à une déglutition de sang maternel	p58.5	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénitales	q33.0	lexiqueorg
poumon kystique congénitale	q33.0	lexiqueorg
poumon kystique congénitaux	q33.0	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénitales	q33.0	lexiqueorg
poumon kystique congénitale	q33.0	lexiqueorg
poumon kystique congénitaux	q33.0	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénitales	q33.0	lexiqueorg
poumon kystique congénitale	q33.0	lexiqueorg
poumon kystique congénitaux	q33.0	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénital	q33.0	lexiqueorg
poumon kystique congénitales	q33.0	lexiqueorg
poumon kystique congénitale	q33.0	lexiqueorg
poumon kystique congénitaux	q33.0	lexiqueorg
poumons kystique congénital	q33.0	lexiqueorg
poumons kystique congénital	q33.0	lexiqueorg
poumons kystique congénitales	q33.0	lexiqueorg
poumons kystique congénitale	q33.0	lexiqueorg
poumons kystique congénitaux	q33.0	lexiqueorg
poumons kystique congénital	q33.0	lexiqueorg
poumons kystique congénital	q33.0	lexiqueorg
poumons kystique congénitales	q33.0	lexiqueorg
poumons kystique congénitale	q33.0	lexiqueorg
poumons kystique congénitaux	q33.0	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaire organiques	f06.31	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaire organiques	f06.31	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaires organique	f06.31	lexiqueorg
trouble bipolaires organiques	f06.31	lexiqueorg
trouble bipolaires organique	f06.31	lexiqueorg
troubles bipolaire organique	f06.31	lexiqueorg
troubles bipolaire organiques	f06.31	lexiqueorg
troubles bipolaire organique	f06.31	lexiqueorg
troubles bipolaire organique	f06.31	lexiqueorg
troubles bipolaire organiques	f06.31	lexiqueorg
troubles bipolaire organique	f06.31	lexiqueorg
troubles bipolaires organique	f06.31	lexiqueorg
troubles bipolaires organiques	f06.31	lexiqueorg
troubles bipolaires organique	f06.31	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaire organiques	f06.31	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaire organiques	f06.31	lexiqueorg
trouble bipolaire organique	f06.31	lexiqueorg
trouble bipolaires organique	f06.31	lexiqueorg
trouble bipolaires organiques	f06.31	lexiqueorg
trouble bipolaires organique	f06.31	lexiqueorg
troublees bipolaire organique	f06.31	lexiqueorg
troublees bipolaire organiques	f06.31	lexiqueorg
troublees bipolaire organique	f06.31	lexiqueorg
troublees bipolaire organique	f06.31	lexiqueorg
troublees bipolaire organiques	f06.31	lexiqueorg
troublees bipolaire organique	f06.31	lexiqueorg
troublees bipolaires organique	f06.31	lexiqueorg
troublees bipolaires organiques	f06.31	lexiqueorg
troublees bipolaires organique	f06.31	lexiqueorg
troublee bipolaire organique	f06.31	lexiqueorg
troublee bipolaire organiques	f06.31	lexiqueorg
troublee bipolaire organique	f06.31	lexiqueorg
troublee bipolaire organique	f06.31	lexiqueorg
troublee bipolaire organiques	f06.31	lexiqueorg
troublee bipolaire organique	f06.31	lexiqueorg
troublee bipolaires organique	f06.31	lexiqueorg
troublee bipolaires organiques	f06.31	lexiqueorg
troublee bipolaires organique	f06.31	lexiqueorg
troubler bipolaire organique	f06.31	lexiqueorg
troubler bipolaire organiques	f06.31	lexiqueorg
troubler bipolaire organique	f06.31	lexiqueorg
troubler bipolaire organique	f06.31	lexiqueorg
troubler bipolaire organiques	f06.31	lexiqueorg
troubler bipolaire organique	f06.31	lexiqueorg
troubler bipolaires organique	f06.31	lexiqueorg
troubler bipolaires organiques	f06.31	lexiqueorg
troubler bipolaires organique	f06.31	lexiqueorg
effets de la soif	t73.1	lexiqueorg
conjonctivite	h10	lexiqueorg
conjonctivites	h10	lexiqueorg
conjonctivite	h10	lexiqueorg
tumeur maligne de l'oesophage	c15	lexiqueorg
maladie de la vésicule biliaire	k82.9	lexiqueorg
constipation	k59.00	lexiqueorg
constipation	k59.00	lexiqueorg
constipations	k59.00	lexiqueorg
sténose congénitale de la veine cave	q26.0	lexiqueorg
cancer du testicule	c62.90	lexiqueorg
cancer du testicule	c62.90	lexiqueorg
cancer du testicules	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicules	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicules	c62.90	lexiqueorg
cancer devoirs testicule	c62.90	lexiqueorg
cancer devoirs testicule	c62.90	lexiqueorg
cancer devoirs testicules	c62.90	lexiqueorg
cancers du testicule	c62.90	lexiqueorg
cancers du testicule	c62.90	lexiqueorg
cancers du testicules	c62.90	lexiqueorg
cancers devoir testicule	c62.90	lexiqueorg
cancers devoir testicule	c62.90	lexiqueorg
cancers devoir testicules	c62.90	lexiqueorg
cancers devoir testicule	c62.90	lexiqueorg
cancers devoir testicule	c62.90	lexiqueorg
cancers devoir testicules	c62.90	lexiqueorg
cancers devoirs testicule	c62.90	lexiqueorg
cancers devoirs testicule	c62.90	lexiqueorg
cancers devoirs testicules	c62.90	lexiqueorg
cancer du testicule	c62.90	lexiqueorg
cancer du testicule	c62.90	lexiqueorg
cancer du testicules	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicules	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicule	c62.90	lexiqueorg
cancer devoir testicules	c62.90	lexiqueorg
cancer devoirs testicule	c62.90	lexiqueorg
cancer devoirs testicule	c62.90	lexiqueorg
cancer devoirs testicules	c62.90	lexiqueorg
myasthénie congénitale et au cours du développement	g70.2	lexiqueorg
chute d'une falaise zone de commerce et de service	w15.5	lexiqueorg
inquiétude et préoccupation exagérées pour les événements sources de tension	r46.6	lexiqueorg
deficit congenital en lactase	e73.0	lexiqueorg
immobilité	r26.3	lexiqueorg
immobilité	r26.3	lexiqueorg
immobilités	r26.3	lexiqueorg
agression par la force physique lieu de sport et d'athlétisme	y04.3	lexiqueorg
trouble envahissant du developpement	f84.9	lexiqueorg
souris intra-articulaire du genou capsule articulaire	m23.47	lexiqueorg
pylore	c16.4	lexiqueorg
pylore	c16.4	lexiqueorg
otalgie et écoulement par l'oreille	h92	lexiqueorg
antécédents familiaux de tumeur maligne de la rate	z80.02	lexiqueorg
emphyseme	j43.8	lexiqueorg
emphyseme	j43.8	lexiqueorg
emphysemes	j43.8	lexiqueorg
filariose à brugia timori	b74.2	lexiqueorg
kyste poplité	m71.2	lexiqueorg
kyste poplité	m71.2	lexiqueorg
kyste poplitée	m71.2	lexiqueorg
kystes poplité	m71.2	lexiqueorg
kystes poplité	m71.2	lexiqueorg
kystes poplitée	m71.2	lexiqueorg
kyste poplité	m71.2	lexiqueorg
kyste poplité	m71.2	lexiqueorg
kyste poplitée	m71.2	lexiqueorg
troubles des habitudes et des impulsions	f63	lexiqueorg
myosite ossifiante traumatique bras	m61.02	lexiqueorg
tic transitoire	f95.0	lexiqueorg
tic transitoire	f95.0	lexiqueorg
tic transitoires	f95.0	lexiqueorg
tics transitoire	f95.0	lexiqueorg
tics transitoire	f95.0	lexiqueorg
tics transitoires	f95.0	lexiqueorg
tic transitoire	f95.0	lexiqueorg
tic transitoire	f95.0	lexiqueorg
tic transitoires	f95.0	lexiqueorg
trouble du langage de type expressif	f80.1	lexiqueorg
agression par objet contondant local industriel et chantier de construction	y00.6	lexiqueorg
lupus érythémateux type chilblain	l93.2	lexiqueorg
auto-intoxication par des pesticides et exposition à ces produits rue ou route	x68.4	lexiqueorg
noyade et submersion dans une baignoire local industriel et chantier de construction	w65.6	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
ostéoporose d' inactivité	m81.25	lexiqueorg
ostéoporose d' inactivité	m81.25	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
ostéoporose d' inactivité	m81.25	lexiqueorg
ostéoporose d' inactivité	m81.25	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
ostéoporose d inactivité	m81.25	lexiqueorg
polyarthrite rhumatoïde juvénile cheville et pied	m08.07	lexiqueorg
artériopathie oblitérante des membres inférieurs	i73.9	lexiqueorg
rupture de la tige pituitaire	e23	lexiqueorg
carence en thiamine	e51	lexiqueorg
carence en thiamine	e51	lexiqueorg
carence en thiamine	e51	lexiqueorg
carence en thiamine	e51	lexiqueorg
carence en thiamine	e51	lexiqueorg
carence en thiamine	e51	lexiqueorg
carence en thiamine	e51	lexiqueorg
carence en thiamine	e51	lexiqueorg
carences en thiamine	e51	lexiqueorg
carences en thiamine	e51	lexiqueorg
carences en thiamine	e51	lexiqueorg
carences en thiamine	e51	lexiqueorg
médicaments et préparations utilisés en oto-rhino-laryngologie	y56.6	lexiqueorg
handicapé mental	f70	lexiqueorg
handicapé mentaux	f70	lexiqueorg
handicapé mentale	f70	lexiqueorg
handicapé mental	f70	lexiqueorg
handicapé mentales	f70	lexiqueorg
handicapé mental	f70	lexiqueorg
handicapé mentaux	f70	lexiqueorg
handicapé mentale	f70	lexiqueorg
handicapé mental	f70	lexiqueorg
handicapé mentales	f70	lexiqueorg
handicapées mental	f70	lexiqueorg
handicapées mentaux	f70	lexiqueorg
handicapées mentale	f70	lexiqueorg
handicapées mental	f70	lexiqueorg
handicapées mentales	f70	lexiqueorg
handicapée mental	f70	lexiqueorg
handicapée mentaux	f70	lexiqueorg
handicapée mentale	f70	lexiqueorg
handicapée mental	f70	lexiqueorg
handicapée mentales	f70	lexiqueorg
handicapés mental	f70	lexiqueorg
handicapés mentaux	f70	lexiqueorg
handicapés mentale	f70	lexiqueorg
handicapés mental	f70	lexiqueorg
handicapés mentales	f70	lexiqueorg
handicaper mental	f70	lexiqueorg
handicaper mentaux	f70	lexiqueorg
handicaper mentale	f70	lexiqueorg
handicaper mental	f70	lexiqueorg
handicaper mentales	f70	lexiqueorg
pathologies du corps vitré	h43.39	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseurs	l81.2	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseurs	l81.2	lexiqueorg
tache des rousseur	l81.2	lexiqueorg
tache des rousseur	l81.2	lexiqueorg
tache des rousseurs	l81.2	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseurs	l81.2	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseur	l81.2	lexiqueorg
tache de rousseurs	l81.2	lexiqueorg
tache des rousseur	l81.2	lexiqueorg
tache des rousseur	l81.2	lexiqueorg
tache des rousseurs	l81.2	lexiqueorg
taches de rousseur	l81.2	lexiqueorg
taches de rousseur	l81.2	lexiqueorg
taches de rousseurs	l81.2	lexiqueorg
taches de rousseur	l81.2	lexiqueorg
taches de rousseur	l81.2	lexiqueorg
taches de rousseurs	l81.2	lexiqueorg
taches des rousseur	l81.2	lexiqueorg
taches des rousseur	l81.2	lexiqueorg
taches des rousseurs	l81.2	lexiqueorg
tacher de rousseur	l81.2	lexiqueorg
tacher de rousseur	l81.2	lexiqueorg
tacher de rousseurs	l81.2	lexiqueorg
tacher de rousseur	l81.2	lexiqueorg
tacher de rousseur	l81.2	lexiqueorg
tacher de rousseurs	l81.2	lexiqueorg
tacher des rousseur	l81.2	lexiqueorg
tacher des rousseur	l81.2	lexiqueorg
tacher des rousseurs	l81.2	lexiqueorg
lésion à localisations contiguës de la vulve	c51.8	lexiqueorg
diastasis des grands droits	m62.0	lexiqueorg
hernie ombilical	q79.2	lexiqueorg
hernie ombilical	q79.2	lexiqueorg
hernie ombilicale	q79.2	lexiqueorg
hernie ombilicaux	q79.2	lexiqueorg
hernie ombilical	q79.2	lexiqueorg
hernie ombilical	q79.2	lexiqueorg
hernie ombilicale	q79.2	lexiqueorg
hernie ombilicaux	q79.2	lexiqueorg
hernies ombilical	q79.2	lexiqueorg
hernies ombilical	q79.2	lexiqueorg
hernies ombilicale	q79.2	lexiqueorg
hernies ombilicaux	q79.2	lexiqueorg
centrer médical	z75.3	lexiqueorg
centrer médicales	z75.3	lexiqueorg
centrer médicaux	z75.3	lexiqueorg
centrer médical	z75.3	lexiqueorg
centrer médicale	z75.3	lexiqueorg
centre médical	z75.3	lexiqueorg
centre médicales	z75.3	lexiqueorg
centre médicaux	z75.3	lexiqueorg
centre médical	z75.3	lexiqueorg
centre médicale	z75.3	lexiqueorg
centree médical	z75.3	lexiqueorg
centree médicales	z75.3	lexiqueorg
centree médicaux	z75.3	lexiqueorg
centree médical	z75.3	lexiqueorg
centree médicale	z75.3	lexiqueorg
centre médical	z75.3	lexiqueorg
centre médicales	z75.3	lexiqueorg
centre médicaux	z75.3	lexiqueorg
centre médical	z75.3	lexiqueorg
centre médicale	z75.3	lexiqueorg
centres médical	z75.3	lexiqueorg
centres médicales	z75.3	lexiqueorg
centres médicaux	z75.3	lexiqueorg
centres médical	z75.3	lexiqueorg
centres médicale	z75.3	lexiqueorg
kératose folliculaire acquérir	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquises	l11.0	lexiqueorg
kératose folliculaire acquise	l11.0	lexiqueorg
kératose folliculaire acquerir	l11.0	lexiqueorg
kératose folliculaire acquérir	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquises	l11.0	lexiqueorg
kératose folliculaire acquise	l11.0	lexiqueorg
kératose folliculaire acquerir	l11.0	lexiqueorg
kératose folliculaires acquérir	l11.0	lexiqueorg
kératose folliculaires acquis	l11.0	lexiqueorg
kératose folliculaires acquis	l11.0	lexiqueorg
kératose folliculaires acquises	l11.0	lexiqueorg
kératose folliculaires acquise	l11.0	lexiqueorg
kératose folliculaires acquerir	l11.0	lexiqueorg
kératose folliculaire acquérir	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquises	l11.0	lexiqueorg
kératose folliculaire acquise	l11.0	lexiqueorg
kératose folliculaire acquerir	l11.0	lexiqueorg
kératose folliculaire acquérir	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquis	l11.0	lexiqueorg
kératose folliculaire acquises	l11.0	lexiqueorg
kératose folliculaire acquise	l11.0	lexiqueorg
kératose folliculaire acquerir	l11.0	lexiqueorg
kératose folliculaires acquérir	l11.0	lexiqueorg
kératose folliculaires acquis	l11.0	lexiqueorg
kératose folliculaires acquis	l11.0	lexiqueorg
kératose folliculaires acquises	l11.0	lexiqueorg
kératose folliculaires acquise	l11.0	lexiqueorg
kératose folliculaires acquerir	l11.0	lexiqueorg
gliome	c71	lexiqueorg
gliome	c71	lexiqueorg
endométriose de l'intestin	n80.5	lexiqueorg
dent inclus	k01.0	lexiqueorg
dent incluses	k01.0	lexiqueorg
dent inclus	k01.0	lexiqueorg
dent incluse	k01.0	lexiqueorg
dent inclus	k01.0	lexiqueorg
dent incluses	k01.0	lexiqueorg
dent inclus	k01.0	lexiqueorg
dent incluse	k01.0	lexiqueorg
dents inclus	k01.0	lexiqueorg
dents incluses	k01.0	lexiqueorg
dents inclus	k01.0	lexiqueorg
dents incluse	k01.0	lexiqueorg
médiastin	d38.3	lexiqueorg
médiastin	d38.3	lexiqueorg
myélite transverse	g37.3	lexiqueorg
myélite transverse	g37.3	lexiqueorg
myélite transverse	g37.3	lexiqueorg
myélite transverse	g37.3	lexiqueorg
scarlatin	a38.9	lexiqueorg
scarlatines	a38.9	lexiqueorg
scarlatine	a38.9	lexiqueorg
scarlatine	a38.9	lexiqueorg
scarlatin	a38.9	lexiqueorg
scarlatine	a38.9	lexiqueorg
écrasement de l'avant-bras	s57	lexiqueorg
trouble de l'alimentation du nourrisson et de l'enfant	f98.2	lexiqueorg
anomalies du champ visuel	h53.4	lexiqueorg
valvules urétrales postérieures congénitales	q64.2	lexiqueorg
idée délirant	f22	lexiqueorg
idée délirantes	f22	lexiqueorg
idée délirante	f22	lexiqueorg
idée délirants	f22	lexiqueorg
idée délirant	f22	lexiqueorg
idée délirant	f22	lexiqueorg
idée délirantes	f22	lexiqueorg
idée délirante	f22	lexiqueorg
idée délirants	f22	lexiqueorg
idée délirant	f22	lexiqueorg
idées délirant	f22	lexiqueorg
idées délirantes	f22	lexiqueorg
idées délirante	f22	lexiqueorg
idées délirants	f22	lexiqueorg
idées délirant	f22	lexiqueorg
maladie des membranes hyalines	p22.0	lexiqueorg
fibrose hépatique	k74.0	lexiqueorg
fibrose hépatique	k74.0	lexiqueorg
fibrose hépatiques	k74.0	lexiqueorg
fibrose hépatique	k74.0	lexiqueorg
fibrose hépatique	k74.0	lexiqueorg
fibrose hépatiques	k74.0	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphérique alcooliques	g62.1	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphérique alcooliques	g62.1	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphériques alcoolique	g62.1	lexiqueorg
neuropathie périphériques alcooliques	g62.1	lexiqueorg
neuropathie périphériques alcoolique	g62.1	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphérique alcooliques	g62.1	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphérique alcooliques	g62.1	lexiqueorg
neuropathie périphérique alcoolique	g62.1	lexiqueorg
neuropathie périphériques alcoolique	g62.1	lexiqueorg
neuropathie périphériques alcooliques	g62.1	lexiqueorg
neuropathie périphériques alcoolique	g62.1	lexiqueorg
toc	f42	lexiqueorg
toc	f42	lexiqueorg
tocs	f42	lexiqueorg
pancréatite aigu	k85	lexiqueorg
pancréatite aiguës	k85	lexiqueorg
pancréatite aigues	k85	lexiqueorg
pancréatite aigus	k85	lexiqueorg
pancréatite aiguë	k85	lexiqueorg
pancréatite aigu	k85	lexiqueorg
pancréatite aigue	k85	lexiqueorg
pancréatite aigu	k85	lexiqueorg
pancréatite aiguës	k85	lexiqueorg
pancréatite aigues	k85	lexiqueorg
pancréatite aigus	k85	lexiqueorg
pancréatite aiguë	k85	lexiqueorg
pancréatite aigu	k85	lexiqueorg
pancréatite aigue	k85	lexiqueorg
typhoide	a01.00	lexiqueorg
typhoide	a01.00	lexiqueorg
maladie diarrhéique	k59.1	lexiqueorg
maladie diarrhéique	k59.1	lexiqueorg
maladie diarrhéique	k59.1	lexiqueorg
maladie diarrhéique	k59.1	lexiqueorg
maladies diarrhéique	k59.1	lexiqueorg
maladies diarrhéique	k59.1	lexiqueorg
albinisme	e70.3	lexiqueorg
albinisme	e70.3	lexiqueorg
protéinurie isoler	r80	lexiqueorg
protéinurie isolé	r80	lexiqueorg
protéinurie isolé	r80	lexiqueorg
protéinurie isolés	r80	lexiqueorg
protéinurie isolées	r80	lexiqueorg
protéinurie isolée	r80	lexiqueorg
protéinurie isoler	r80	lexiqueorg
protéinurie isolé	r80	lexiqueorg
protéinurie isolé	r80	lexiqueorg
protéinurie isolés	r80	lexiqueorg
protéinurie isolées	r80	lexiqueorg
protéinurie isolée	r80	lexiqueorg
résultats hématologiques anormaux au cours de l'examen prénatal systématique de la mère	o28.0	lexiqueorg
complications du travail et de l'accouchement	o75	lexiqueorg
saignement de nez	r04.0	lexiqueorg
saignement de nez	r04.0	lexiqueorg
